Source,Target
Lucky_Accidents_1640_AI1674,1641C
Lucky_Accidents_1640_AI1674,1655
Lucky_Accidents_1640_AI1674,1655
Lucky_Accidents_1640_AI1674,1656
Lucky_Accidents_1640_AI1674,1656
Lucky_Accidents_1640_AI1674,1661
Lucky_Accidents_1640_AI1674,1661
Lucky_Accidents_1640_AI1674,1641A
Lucky_Accidents_1640_AI1674,1641A
Lucky_Accidents_1640_AI1674,1646
Lucky_Accidents_1640_AI1674,1646
Lucky_Accidents_1640_AI1674,1645A
Lucky_Accidents_1640_AI1674,1645A
Lucky_Accidents_1640_AI1674,1644
Lucky_Accidents_1640_AI1674,1644
Lucky_Accidents_1640_AI1674,1652
Lucky_Accidents_1640_AI1674,1652
Lucky_Accidents_1640_AI1674,1641C*
Lucky_Accidents_1640_AI1674,1641C*
Lucky_Accidents_1640_AI1674,1663
Lucky_Accidents_1640_AI1674,1663
Lucky_Accidents_1640_AI1674,1643
Lucky_Accidents_1640_AI1674,1643
Lucky_Accidents_1640_AI1674,1654
Lucky_Accidents_1640_AI1674,1654
Lucky_Accidents_1640_AI1674,1660
Lucky_Accidents_1640_AI1674,1660
Lucky_Accidents_1640_AI1674,1642A
Lucky_Accidents_1640_AI1674,1642A
Lucky_Accidents_1640_AI1674,1674*
Lucky_Accidents_1640_AI1674,1674*
Lucky_Accidents_1640_AI1674,1640
Lucky_Accidents_1640_AI1674,1640
Lucky_Accidents_1640_AI1674,1641B*
Lucky_Accidents_1640_AI1674,1641B*
Lucky_Accidents_1640_AI1674,1641D
Lucky_Accidents_1640_AI1674,1641D
1331,Stories_about_a_Fool_1200_AI1349
1331,Stories_about_a_Fool_1200_AI1349
1331,J2074
1331,J2074
1331,M431.1
232C*,Birds_220_AI249
232C*,J1141.1
1889N,Tall_Tales_1875_AI1999
1889N,613B*
1889N,613B*
1889N,X1215.9
891B*,Proofs_of_Fidelity_and_Innocence_880_AI899
931,Tales_of_Fate_930_AI949
931,M371.2
931,M371.2
931,S354
931,S354
931,T412
931,T412
931,M344
931,M344
931,N323
931,N323
931,M343
931,M343
931,R131
970*,968
409A,Wife_400_AI424
409A,Wife_400_AI424
409A,413A*
409A,413A*
409A,413B*
409A,413B*
409A,T554
409A,T111
2250,Catch_Tales_2200_AI2299
2250,Z12
2250,Z12
877,The_Woman_Marries_the_Prince_870_AI879
877,The_Woman_Marries_the_Prince_870_AI879
877,D1880
1653,N611
1653,N611.2
1653,K1413
1653,K335.1.1
1653,K335.1.1.2
1653,K335.1.1.1
1653,K335.1.1.1
1653,K335.1.2.1
1653,K335.1
1653,N612
1653,K825
1653,278
1653,296
1653,408
1653,417
1653,875
1653,1542
1653,1553
1653,2290
1653,2335
1653,2343
1653,2376
1653,2403
1653,2690
1653,2832
1578C*,The_Clever_Man_1525_AI1639
1241A,Stories_about_a_Fool_1200_AI1349
1792B,Clergyman_and_Sexton_1775_AI1799
402*,Wife_400_AI424
402*,D661
402*,D661
402*,T75.1
402*,T75.1
224,Birds_220_AI249
224,Birds_220_AI249
224,B282
224,B282.5
224,B282.1
224,B282.1
570A,Magic_Objects_560_AI649
570A,Magic_Objects_560_AI649
570A,K1837
707,Other_Tales_of_the_Supernatural_700_AI749
707,K2110.1
707,S142
707,S142
707,L162
707,L162
707,H1321.5
707,S301
707,R158
707,H71.2
707,H71.2
707,H71.3
707,H71.3
707,D231.2
707,D231.2
707,K1911.3.1
707,K1911.3.1
707,N201
707,N201
707,H71.7
707,H1321.4
707,B131.2
707,B131.2
707,R131.2
707,R131.2
707,H1331.1.1
707,H1331.1.1
707,N455.4
707,N825.3
707,N825.3
707,R131.4
707,H71.1
707,H71.1
707,K2115
707,K2115
707,H1381.2.2.1
707,H1381.2.2.1
707,H1321.1
707,H1321.1
707,H1320
707,H151.1
707,H151.1
707,H1333.1.1
707,Q2
707,D1615.4
707,S432
707,L50
707,D1646.1
707,B131
707,D1646.2
707,E732
707,D1615.1
707,161
707,310
707,1267
707,1409
707,1523
707,1566
707,1583
707,1709
707,2419
707,2532
707,2587
1645B*,834
910D,Good_Precepts_910_AI919
910D,Good_Precepts_910_AI919
910D,N545.1
910D,J21.15
910D,J21.15
910D,456
1555,The_Clever_Man_1525_AI1639
1555,K231.6.1.1
1555,K231.6.1
302A*,302
302A*,302
1526,The_Clever_Man_1525_AI1639
1526,The_Clever_Man_1525_AI1639
1526,K455.3
1526,K455.3
859,The_Man_Marries_the_Princess_850_AI869
859,The_Man_Marries_the_Princess_850_AI869
859,881**
859,881**
859,859B
859,859B
859,859D
859,859D
859,859A
859,859A
859,859C
859,K1917
859,K1917.4
859,K1917.1
859,K1917.2
859,K1917.7
768,God_Rewards_and_Punishes_750_AI779
768,God_Rewards_and_Punishes_750_AI779
768,Q25
768,Q25
2031C,Chains_Involving_Other_Events_2029_AI2075
2031C,Chains_Involving_Other_Events_2029_AI2075
2031C,L392
910C*,Good_Precepts_910_AI919
203,Domestic_Animals_200_AI219
203,Domestic_Animals_200_AI219
203,J2228
1528,The_Clever_Man_1525_AI1639
1528,The_Clever_Man_1525_AI1639
1528,K1252
1528,K1252
1528,361
1528,702
1528,1493
1528,1688
1528,1736
1528,1740
1528,1747
1528,2249
1528,2415
1528,2773
773,God_Rewards_and_Punishes_750_AI779
773,God_Rewards_and_Punishes_750_AI779
773,A63.4
773,K483
773,A1811
773,A1833.1
773,A1862
773,A1750
773,A1751
773,A1756
773,A2286.2
773,A1755
863,The_Man_Marries_the_Princess_850_AI869
863,The_Man_Marries_the_Princess_850_AI869
77,Other_Wild_Animals_70_AI99
77,Other_Wild_Animals_70_AI99
77,L461
77,L461
1408A,1408
1408A,1408
20D*,The_Clever_Fox_(Other_Animal)_1_AI69
20D*,The_Clever_Fox_(Other_Animal)_1_AI69
20D*,61A
20D*,61A
20D*,K2027
20D*,K2285
20D*,B296.1
785A,The_Truth_Comes_to_Light_780_AI799
785A,The_Truth_Comes_to_Light_780_AI799
785A,K402.1
15*,The_Clever_Fox_(Other_Animal)_1_AI69
15*,The_Clever_Fox_(Other_Animal)_1_AI69
15*,15**
15*,K341
15*,K341
407B,407
407B,407
562,Magic_Objects_560_AI649
562,Magic_Objects_560_AI649
562,D1470.1
562,D1470.1
562,D845
562,D845
562,D1426
562,D1426
562,E765.1
562,D1391
562,D1391
562,D765.1
562,K331
562,D1421.1.4
562,D1421.1.4
562,D1421.1.2
562,D1421.1.2
562,N813
562,N813
562,R135
562,D1162
562,D1175.2
562,84
562,240
562,251
562,482
562,1656
562,1729
562,2236
562,2442
824,The_Devil_810_AI826
824,K1531
1960J,Tall_Tales_1875_AI1999
1960J,B31.1
1960J,451
1386,The_Foolish_Wife_and_her_Husband_1380_AI1404
1386,The_Foolish_Wife_and_her_Husband_1380_AI1404
1386,J1856.1
1386,J1856.1
1386,204
1386,278
1386,408
1386,875
1386,1505
1386,1542
1386,2017
1386,2290
1386,2335
1386,2343
1386,2376
1386,2403
1386,2690
1386,2816
1386,2832
1420C,The_Foolish_Husband_and_his_Wife_1405_AI1429
1420C,The_Foolish_Husband_and_his_Wife_1405_AI1429
1420C,K1581.3
1457*,Looking_for_a_Wife_1450_AI1474
1457*,Looking_for_a_Wife_1450_AI1474
1202,Stories_about_a_Fool_1200_AI1349
1202,J1865
1202,J1865
1202,J2196
1202,J2196
1202,J2514
93,Other_Wild_Animals_70_AI99
93,Other_Wild_Animals_70_AI99
93,J1031
1367*,Stories_about_Married_Couples_1350_AI1439
207A,Domestic_Animals_200_AI219
207A,Domestic_Animals_200_AI219
1321D,Stories_about_a_Fool_1200_AI1349
1321D,Stories_about_a_Fool_1200_AI1349
1317,Stories_about_a_Fool_1200_AI1349
1317,Stories_about_a_Fool_1200_AI1349
1317,J1761.10
1296,Stories_about_a_Fool_1200_AI1349
1296,Stories_about_a_Fool_1200_AI1349
1296,J2346
2027A,2028
2027A,2028
910K,Good_Precepts_910_AI919
910K,K1612
910K,K978
1365,Stories_about_Married_Couples_1350_AI1439
834A,834
834A,834
1586B,The_Clever_Man_1525_AI1639
1586B,The_Clever_Man_1525_AI1639
1586B,J1193.2
433A,D735.1
750B,God_Rewards_and_Punishes_750_AI779
750B,God_Rewards_and_Punishes_750_AI779
750B,Q1.1
750B,Q141
750B,Q141
750B,K181
750B,1195
1465A*,Looking_for_a_Wife_1450_AI1474
1465A*,Looking_for_a_Wife_1450_AI1474
2030D*,2030
1094,Contest_between_Man_and_Ogre_1060_AI1114
1094,K91
1540,The_Clever_Man_1525_AI1639
1540,K341.9
1540,J2326
1540,K346.1
1540,46
1540,68
1540,332
1540,366
1540,481
1540,486
1540,601
1540,703
1540,833
1540,893
1540,1003
1540,1049
1540,1449
1540,1634
1540,1740
1540,1848
1540,1887
1540,2080
1540,2248
1540,2420
1540,2469
1540,2546
1447,K236.2
951A,Robbers_and_Murderers_950_AI969
951A,Robbers_and_Murderers_950_AI969
951A,951B
951A,951C
951A,K1812.2
951A,K1812.2.1
951A,K1812.2.1
951A,321
951A,1114
1676*,The_Stupid_Man_1675_AI1724
1676*,The_Stupid_Man_1675_AI1724
177,Wild_Animals_and_Humans_150_AI199
177,Wild_Animals_and_Humans_150_AI199
177,J2132.4
177,N691.1.2
177,N392
2030B,2030
2030B,2030
779H*,God_Rewards_and_Punishes_750_AI779
779H*,God_Rewards_and_Punishes_750_AI779
779H*,F962.3
241,Birds_220_AI249
241,Birds_220_AI249
241,Q295
241,B275.4
1271A*,Stories_about_a_Fool_1200_AI1349
1271A*,Stories_about_a_Fool_1200_AI1349
1271A*,J1873.3
1271A*,J1873.3
1271A*,J1942
2030C,2030
2030C,2030
1526A,The_Clever_Man_1525_AI1639
1526A,The_Clever_Man_1525_AI1639
1526A,K455.2
1526A,K455.4
1526A,K455.1
987,Other_Realistic_Tales_970_AI999
987,Other_Realistic_Tales_970_AI999
987,K1963.1
1698B,The_Stupid_Man_1675_AI1724
1698B,The_Stupid_Man_1675_AI1724
1698B,X111.2
1698B,X111.2
1832,Other_Jokes_about_Religious_Figures_1800_AI1849
1832,Other_Jokes_about_Religious_Figures_1800_AI1849
1832,X435.5
1832,X435.5
1832,757
759E,God_Rewards_and_Punishes_750_AI779
759E,God_Rewards_and_Punishes_750_AI779
759E,P411.1
774N,God_Rewards_and_Punishes_750_AI779
774N,God_Rewards_and_Punishes_750_AI779
664A*,664*
664A*,664*
1687,The_Stupid_Man_1675_AI1724
1687,The_Stupid_Man_1675_AI1724
1687,D2004.5
1687,2704
810A,The_Devil_810_AI826
810A,The_Devil_810_AI826
810A,G303.9.3.1.1
927,Clever_Acts_and_Words_920_AI929
927,Clever_Acts_and_Words_920_AI929
927,H804
927,R81
927,H807
927,H792
927,H805
927,H793
927,H793
927,H806
927,R154.2.1
927,H542
1882A,Tall_Tales_1875_AI1999
1882A,Tall_Tales_1875_AI1999
1170A,1170
1833D,Other_Jokes_about_Religious_Figures_1800_AI1849
1833D,X435.4
1833D,X435.4
32,The_Clever_Fox_(Other_Animal)_1_AI69
32,K651
32,K651
32,111
32,2580
1325*,Stories_about_a_Fool_1200_AI1349
159*,Wild_Animals_and_Humans_150_AI199
159*,Wild_Animals_and_Humans_150_AI199
159*,B392
1381F*,The_Foolish_Wife_and_her_Husband_1380_AI1404
1381F*,The_Foolish_Wife_and_her_Husband_1380_AI1404
1381F*,T254.2
751C*,God_Rewards_and_Punishes_750_AI779
751C*,K1811.1
751C*,Q292.1
218,Domestic_Animals_200_AI219
218,J1908.2
753*,God_Rewards_and_Punishes_750_AI779
753*,God_Rewards_and_Punishes_750_AI779
753*,K1811
753*,Q551.3.2.6
1419G,The_Foolish_Husband_and_his_Wife_1405_AI1429
1419G,The_Foolish_Husband_and_his_Wife_1405_AI1429
980D,Other_Realistic_Tales_970_AI999
980D,Other_Realistic_Tales_970_AI999
980D,D444.2
297B,Other_Animals_and_Objects_220_AI299
297B,Other_Animals_and_Objects_220_AI299
1383,The_Foolish_Wife_and_her_Husband_1380_AI1404
1383,The_Foolish_Wife_and_her_Husband_1380_AI1404
1383,J2012.3
1383,J2012.3
1383,J2012.2
1383,J2012.2
1383,15
1383,1003
1383,1049
1383,1449
1383,1611
1383,1707
1383,1993
1383,2085
1383,2335
1383,2469
1383,2546
1541**,The_Clever_Man_1525_AI1639
1541**,The_Clever_Man_1525_AI1639
285B,Other_Animals_and_Objects_220_AI299
285B,N652
1379**,Stories_about_Married_Couples_1350_AI1439
1379**,Stories_about_Married_Couples_1350_AI1439
1379**,V11.9
1379**,J1772
1563*,The_Clever_Man_1525_AI1639
1563*,K1771.3
1563*,K1771.2
902*,1371**
902*,1371**
902*,Q495
902*,Q495.1
902*,Q495.1
902*,W111.3.1
1082A,Contest_between_Man_and_Ogre_1060_AI1114
652A,407
652A,407
1423,The_Foolish_Husband_and_his_Wife_1405_AI1429
1423,K1518
1423,K1518
1423,D950.5
1423,949
1698H,The_Stupid_Man_1675_AI1724
1698H,The_Stupid_Man_1675_AI1724
1698H,X111.8
1698H,X111.8
Chains_Involving_Other_Events_2029_AI2075,2044
Chains_Involving_Other_Events_2029_AI2075,2044
Chains_Involving_Other_Events_2029_AI2075,2034A*
Chains_Involving_Other_Events_2029_AI2075,2031B
Chains_Involving_Other_Events_2029_AI2075,2031B
Chains_Involving_Other_Events_2029_AI2075,2040
Chains_Involving_Other_Events_2029_AI2075,2040
Chains_Involving_Other_Events_2029_AI2075,2035
Chains_Involving_Other_Events_2029_AI2075,2035
Chains_Involving_Other_Events_2029_AI2075,2034C
Chains_Involving_Other_Events_2029_AI2075,2039
Chains_Involving_Other_Events_2029_AI2075,2039
Chains_Involving_Other_Events_2029_AI2075,2030
Chains_Involving_Other_Events_2029_AI2075,2042
Chains_Involving_Other_Events_2029_AI2075,2042
Chains_Involving_Other_Events_2029_AI2075,2036
Chains_Involving_Other_Events_2029_AI2075,2034F
Chains_Involving_Other_Events_2029_AI2075,2041
Chains_Involving_Other_Events_2029_AI2075,2041
Chains_Involving_Other_Events_2029_AI2075,2032
Chains_Involving_Other_Events_2029_AI2075,2032
Chains_Involving_Other_Events_2029_AI2075,2031
Other_Formula_Tales_2300_AI2399,FORMULA_TALES_(2000_AI2399)
Other_Formula_Tales_2300_AI2399,FORMULA_TALES_(2000_AI2399)
Other_Formula_Tales_2300_AI2399,2300
Other_Formula_Tales_2300_AI2399,2300
Other_Formula_Tales_2300_AI2399,2302
Other_Formula_Tales_2300_AI2399,2302
Other_Formula_Tales_2300_AI2399,2301
Other_Formula_Tales_2300_AI2399,2301
Other_Formula_Tales_2300_AI2399,2335
Other_Formula_Tales_2300_AI2399,2335
122D,K553.1
1855B,K231.13
1744,The_Clergyman_Is_Tricked_1725_AI1774
1744,1833G
1744,1833G
1744,2669
1785A,Clergyman_and_Sexton_1775_AI1799
1785A,5
1676A,1676
1842,Other_Jokes_about_Religious_Figures_1800_AI1849
1842,Other_Jokes_about_Religious_Figures_1800_AI1849
1842,J1607
1842,2796
1422,The_Foolish_Husband_and_his_Wife_1405_AI1429
1422,The_Foolish_Husband_and_his_Wife_1405_AI1429
1422,243
1422,J1154.1
1688A*,The_Stupid_Man_1675_AI1724
1688A*,The_Stupid_Man_1675_AI1724
751G*,God_Rewards_and_Punishes_750_AI779
751G*,God_Rewards_and_Punishes_750_AI779
751G*,D661
751G*,D471.1
751G*,D474
751G*,M411.2
751G*,Q272
470A,Supernatural_Tasks_460_AI499
470A,Supernatural_Tasks_460_AI499
470A,D2011
470A,C13
510A,Supernatural_Helpers_500_AI559
510A,Supernatural_Helpers_500_AI559
510A,C761.3
510A,C761.3
510A,N711.6
510A,N711.6
510A,N711.4
510A,N711.4
510A,D1050
510A,B450
510A,R221
510A,K1911.3.3.1
510A,S31
510A,L55
510A,D842.1
510A,H36.1
510A,N815
510A,E323.2
510A,E323.2
510A,D1050.1
510A,D815.1
510A,F823.2
510A,B411
510A,B394
510A,556
510A,674
510A,739
510A,1004
510A,1005
510A,1131
510A,1231
510A,1295
510A,1361
510A,1577
510A,1652
510A,1666
510A,1716
510A,2348
510A,2491
1349M*,Stories_about_a_Fool_1200_AI1349
1349M*,Stories_about_a_Fool_1200_AI1349
884,Proofs_of_Fidelity_and_Innocence_880_AI899
884,425K
884,425K
884,884B
884,884B
884,884B*
884,M258.1
302B*,302
302B*,302
554A*,554
554A*,554
1844,Other_Jokes_about_Religious_Figures_1800_AI1849
1844,Other_Jokes_about_Religious_Figures_1800_AI1849
1420A,The_Foolish_Husband_and_his_Wife_1405_AI1429
1420A,The_Foolish_Husband_and_his_Wife_1405_AI1429
1420A,1420E
1420A,1420E
1420A,K1581.1
581,303
581,303
581,2005
1950A,Tall_Tales_1875_AI1999
1950A,Tall_Tales_1875_AI1999
813*,The_Devil_810_AI826
1290,Stories_about_a_Fool_1200_AI1349
1290,Stories_about_a_Fool_1200_AI1349
1290,J1821
1290,J1821
1717*,The_Stupid_Man_1675_AI1724
1717*,The_Stupid_Man_1675_AI1724
821,The_Devil_810_AI826
1825,Other_Jokes_about_Religious_Figures_1800_AI1849
1825,K1961.1
1825,69
1825,185
1825,291
1825,815
1825,1207
1825,1232
1825,1284
1825,1683
1825,1831
1825,1882
1825,1931
1825,2165
1825,2225
1825,2303
1825,2330
1825,2450
1325,Stories_about_a_Fool_1200_AI1349
1325,Stories_about_a_Fool_1200_AI1349
816*,The_Devil_810_AI826
816*,T332
816*,G303.3.1.12
922A,Clever_Acts_and_Words_920_AI929
922A,K2101
922A,P111
750E*,God_Rewards_and_Punishes_750_AI779
1358C,Stories_about_Married_Couples_1350_AI1439
1358C,K1571
1358C,1962
1060A,Contest_between_Man_and_Ogre_1060_AI1114
1060A,K73
1381,The_Foolish_Wife_and_her_Husband_1380_AI1404
1381,The_Foolish_Wife_and_her_Husband_1380_AI1404
1381,J1151.1.1
1381,J1151.1.1
1381,796
1381,1851
1381,2690
1381,2905
552,Supernatural_Helpers_500_AI559
552,552B
552,552B
552,B620.1
552,B505.1
552,C26
552,H982
552,D1021
552,B314
1242A,Stories_about_a_Fool_1200_AI1349
1242A,Stories_about_a_Fool_1200_AI1349
1242A,J1874.1
1242A,J1874.2
1229,Stories_about_a_Fool_1200_AI1349
1229,Stories_about_a_Fool_1200_AI1349
1229,169H*
1229,169H*
1229,X1133.3.2
821B*,The_Devil_810_AI826
821B*,The_Devil_810_AI826
1312*,Stories_about_a_Fool_1200_AI1349
1312*,Stories_about_a_Fool_1200_AI1349
1312*,J1753
1312*,J1909.6
1357A*,Stories_about_Married_Couples_1350_AI1439
1357A*,Stories_about_Married_Couples_1350_AI1439
1920J,Tall_Tales_1875_AI1999
1920J,Tall_Tales_1875_AI1999
1920J,X904
21,The_Clever_Fox_(Other_Animal)_1_AI69
21,The_Clever_Fox_(Other_Animal)_1_AI69
21,K1025
21,K1025
21,K1025.1
Supernatural_Power_or_Knowledge_650_AI699,653B
Supernatural_Power_or_Knowledge_650_AI699,653B
Supernatural_Power_or_Knowledge_650_AI699,664*
Supernatural_Power_or_Knowledge_650_AI699,664*
Supernatural_Power_or_Knowledge_650_AI699,666*
Supernatural_Power_or_Knowledge_650_AI699,666*
Supernatural_Power_or_Knowledge_650_AI699,665
Supernatural_Power_or_Knowledge_650_AI699,665
Supernatural_Power_or_Knowledge_650_AI699,682
Supernatural_Power_or_Knowledge_650_AI699,681
Supernatural_Power_or_Knowledge_650_AI699,681
Supernatural_Power_or_Knowledge_650_AI699,672B*
Supernatural_Power_or_Knowledge_650_AI699,672B*
Supernatural_Power_or_Knowledge_650_AI699,672D
Supernatural_Power_or_Knowledge_650_AI699,672D
Supernatural_Power_or_Knowledge_650_AI699,652
Supernatural_Power_or_Knowledge_650_AI699,653
Supernatural_Power_or_Knowledge_650_AI699,653
Supernatural_Power_or_Knowledge_650_AI699,677
Supernatural_Power_or_Knowledge_650_AI699,653A
Supernatural_Power_or_Knowledge_650_AI699,653A
Supernatural_Power_or_Knowledge_650_AI699,672
Supernatural_Power_or_Knowledge_650_AI699,672
Supernatural_Power_or_Knowledge_650_AI699,672C*
Supernatural_Power_or_Knowledge_650_AI699,672C*
Supernatural_Power_or_Knowledge_650_AI699,671E*
Supernatural_Power_or_Knowledge_650_AI699,671E*
Supernatural_Power_or_Knowledge_650_AI699,650A
Supernatural_Power_or_Knowledge_650_AI699,650A
Supernatural_Power_or_Knowledge_650_AI699,650B
Supernatural_Power_or_Knowledge_650_AI699,650B
Supernatural_Power_or_Knowledge_650_AI699,667
Supernatural_Power_or_Knowledge_650_AI699,670
49,The_Clever_Fox_(Other_Animal)_1_AI69
49,The_Clever_Fox_(Other_Animal)_1_AI69
49,K1023
49,K1023
1153,Ogre_Frightened_by_Man_1145_AI1154
1153,Ogre_Frightened_by_Man_1145_AI1154
1153,K1732
1153,K1732
1153,1239
1153,1753
1153,2142
1153,2373
1153,2447
735A,Other_Tales_of_the_Supernatural_700_AI749
735A,Other_Tales_of_the_Supernatural_700_AI749
735A,332F*
735A,N112.1
735A,N112
77*,Other_Wild_Animals_70_AI99
77*,Other_Wild_Animals_70_AI99
77*,K2055
77*,U125
2011,Z39.4
1332*,Stories_about_a_Fool_1200_AI1349
1332*,J2242
1332*,J2241
531,Supernatural_Helpers_500_AI559
531,Supernatural_Helpers_500_AI559
531,513C
531,513C
531,H911
531,H911
531,B350
531,B350
531,K1934
531,K1934
531,B211.1.3
531,B211.1.3
531,B401
531,E12
531,E12
531,H1381.2.2.1
531,B341
531,D131
531,D131
531,H1213.1
531,B470
531,H1381.3.1.1
531,H1381.3.1.1
531,B450
531,D1865.1
531,D1865.1
531,B133
531,B133
531,N811
531,B391
531,B391
531,B313
531,H75.2
531,H75.2
531,E15.1
531,D700
531,T11.4.1
531,J2411.1
531,B501
531,H982
531,H1381.3
531,H951
531,G100
531,N812
531,N812.0.1
531,B325.1
531,B548.2.4
531,N826
531,G582
531,H75.1
531,D1158
531,D711.1
531,H1132.1.4
531,211
531,235
531,487
531,548
531,723
531,1464
531,1616
531,1701
531,1815
531,1923
531,1944
531,1961
531,2053
531,2093
531,2277
531,2298
531,2541
531,2615
531,2815
531,2834
531,2861
1534A,The_Clever_Man_1525_AI1639
1534A,K842.4
1534A,X1503.3
1534A,N347.7
1534A,N178.2
1534A,J1189.3
1534A,K841.1
1534A,J342.1.1
502,Supernatural_Helpers_500_AI559
502,R222
502,B316
502,S211
502,B401
502,D131
502,F813.1.1
502,S31
502,H55
502,D672
502,M210
502,H311
502,F567
502,S224
502,H316
502,K1818.2
502,H55.1
502,16
502,106
502,271
502,617
502,737
502,967
502,1041
502,1585
502,1682
502,2239
2021*,2022
1245A*,1245
1245A*,1245
278A*,Other_Animals_and_Objects_220_AI299
278A*,Other_Animals_and_Objects_220_AI299
278A*,J752.1
Catch_Tales_2200_AI2299,FORMULA_TALES_(2000_AI2399)
Catch_Tales_2200_AI2299,2260
Catch_Tales_2200_AI2299,2260
Catch_Tales_2200_AI2299,2202
Catch_Tales_2200_AI2299,2202
Catch_Tales_2200_AI2299,2251
Catch_Tales_2200_AI2299,2251
Catch_Tales_2200_AI2299,2204
Catch_Tales_2200_AI2299,2204
750**,God_Rewards_and_Punishes_750_AI779
750**,God_Rewards_and_Punishes_750_AI779
750**,Q2
750**,Q2
750**,K181
1231,Stories_about_a_Fool_1200_AI1349
1231,J2612
227*,Birds_220_AI249
227*,Birds_220_AI249
1290B*,Stories_about_a_Fool_1200_AI1349
1290B*,Stories_about_a_Fool_1200_AI1349
1290B*,J2213.9
425G,425A
425G,425A
1359A,Stories_about_Married_Couples_1350_AI1439
1359A,Stories_about_Married_Couples_1350_AI1439
1359A,K1554
1359A,2824
1741,The_Clergyman_Is_Tricked_1725_AI1774
1741,The_Clergyman_Is_Tricked_1725_AI1774
1741,K2137
1741,K2137
1741,754
1741,762
1741,803
1741,1213
1741,2252
1741,2318
1741,2751
1741,2800
Stories_about_a_Fool_1200_AI1349,ANECDOTES_AND_JOKES_(1200_AI1999)
